CID,SMILES
BENZO_420,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_421,CN(C)c1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_422,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_423,CN(C)c1ccc(N(Cc2ccoc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_424,CN(C)c1ccc(N(Cc2ccn(C)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_425,CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_426,CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_427,CCC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_428,CCC(=O)Nc1ccc(N(Cc2ccoc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_429,CCC(=O)Nc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_430,O=C(Cn1nnc2ccccc21)N(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_431,O=C(Cn1nnc2ccccc21)N(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_432,O=C(Cn1nnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_433,O=C(Cn1nnc2ccccc21)N(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_434,Cn1ccc(CN(C(=O)Cn2nnc3ccccc32)c2ccc(N3CCCCC3)cc2)c1
BENZO_435,Cc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_436,Cc1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_437,Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_438,Cc1ccc(N(Cc2ccoc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_439,Cc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_440,COc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_441,COc1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_442,COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_443,COc1ccc(N(Cc2ccoc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_444,COc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_445,O=C1CCCCN1c1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_446,O=C1CCCCN1c1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_447,O=C1CCCCN1c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_448,O=C1CCCCN1c1ccc(N(Cc2ccoc2)C(=O)Cn2nnc3ccccc32)cc1
BENZO_449,Cn1ccc(CN(C(=O)Cn2nnc3ccccc32)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_450,O=C(Cn1nnc2ccccc21)N(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_451,O=C(Cn1nnc2ccccc21)N(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_452,O=C(Cn1nnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_453,O=C(Cn1nnc2ccccc21)N(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_454,Cn1ccc(CN(C(=O)Cn2nnc3ccccc32)c2ccc(N3CCOCC3)cc2)c1
BENZO_455,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_456,CN(C)c1ccc(N(Cc2ccccc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_457,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_458,CN(C)c1ccc(N(Cc2ccoc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_459,CN(C)c1ccc(N(Cc2ccn(C)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_460,CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_461,CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_462,CCC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_463,CCC(=O)Nc1ccc(N(Cc2ccoc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_464,CCC(=O)Nc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_465,O=C(Cn1cnc2ccccc21)N(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_466,O=C(Cn1cnc2ccccc21)N(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_467,O=C(Cn1cnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_468,O=C(Cn1cnc2ccccc21)N(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_469,Cn1ccc(CN(C(=O)Cn2cnc3ccccc32)c2ccc(N3CCCCC3)cc2)c1
BENZO_470,Cc1ccc(N(Cc2ccsc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_471,Cc1ccc(N(Cc2ccccc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_472,Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_473,Cc1ccc(N(Cc2ccoc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_474,Cc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_475,COc1ccc(N(Cc2ccsc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_476,COc1ccc(N(Cc2ccccc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_477,COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_478,COc1ccc(N(Cc2ccoc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_479,COc1ccc(N(Cc2ccn(C)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_480,O=C1CCCCN1c1ccc(N(Cc2ccsc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_481,O=C1CCCCN1c1ccc(N(Cc2ccccc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_482,O=C1CCCCN1c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_483,O=C1CCCCN1c1ccc(N(Cc2ccoc2)C(=O)Cn2cnc3ccccc32)cc1
BENZO_484,Cn1ccc(CN(C(=O)Cn2cnc3ccccc32)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_485,O=C(Cn1cnc2ccccc21)N(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_486,O=C(Cn1cnc2ccccc21)N(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_487,O=C(Cn1cnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_488,O=C(Cn1cnc2ccccc21)N(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_489,Cn1ccc(CN(C(=O)Cn2cnc3ccccc32)c2ccc(N3CCOCC3)cc2)c1
BENZO_490,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_491,CN(C)c1ccc(N(Cc2ccccc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_492,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_493,CN(C)c1ccc(N(Cc2ccoc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_494,CN(C)c1ccc(N(Cc2ccn(C)c2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_495,CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_496,CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_497,CCC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_498,CCC(=O)Nc1ccc(N(Cc2ccoc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_499,CCC(=O)Nc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_500,O=C(Cc1n[nH]c2ccccc12)N(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_501,O=C(Cc1n[nH]c2ccccc12)N(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_502,O=C(Cc1n[nH]c2ccccc12)N(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_503,O=C(Cc1n[nH]c2ccccc12)N(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_504,Cn1ccc(CN(C(=O)Cc2n[nH]c3ccccc23)c2ccc(N3CCCCC3)cc2)c1
BENZO_505,Cc1ccc(N(Cc2ccsc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_506,Cc1ccc(N(Cc2ccccc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_507,Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_508,Cc1ccc(N(Cc2ccoc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_509,Cc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_510,COc1ccc(N(Cc2ccsc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_511,COc1ccc(N(Cc2ccccc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_512,COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_513,COc1ccc(N(Cc2ccoc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_514,COc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_515,O=C1CCCCN1c1ccc(N(Cc2ccsc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_516,O=C1CCCCN1c1ccc(N(Cc2ccccc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_517,O=C1CCCCN1c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_518,O=C1CCCCN1c1ccc(N(Cc2ccoc2)C(=O)Cc2n[nH]c3ccccc23)cc1
BENZO_519,Cn1ccc(CN(C(=O)Cc2n[nH]c3ccccc23)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_520,O=C(Cc1n[nH]c2ccccc12)N(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_521,O=C(Cc1n[nH]c2ccccc12)N(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_522,O=C(Cc1n[nH]c2ccccc12)N(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_523,O=C(Cc1n[nH]c2ccccc12)N(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_524,Cn1ccc(CN(C(=O)Cc2n[nH]c3ccccc23)c2ccc(N3CCOCC3)cc2)c1
BENZO_525,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_526,CN(C)c1ccc(N(Cc2ccccc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_527,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_528,CN(C)c1ccc(N(Cc2ccoc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_529,CN(C)c1ccc(N(Cc2ccn(C)c2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_530,CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_531,CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_532,CCC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_533,CCC(=O)Nc1ccc(N(Cc2ccoc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_534,CCC(=O)Nc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_535,O=C(Cc1nnn2ccccc12)N(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_536,O=C(Cc1nnn2ccccc12)N(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_537,O=C(Cc1nnn2ccccc12)N(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_538,O=C(Cc1nnn2ccccc12)N(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_539,Cn1ccc(CN(C(=O)Cc2nnn3ccccc23)c2ccc(N3CCCCC3)cc2)c1
BENZO_540,Cc1ccc(N(Cc2ccsc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_541,Cc1ccc(N(Cc2ccccc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_542,Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_543,Cc1ccc(N(Cc2ccoc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_544,Cc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_545,COc1ccc(N(Cc2ccsc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_546,COc1ccc(N(Cc2ccccc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_547,COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_548,COc1ccc(N(Cc2ccoc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_549,COc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_550,O=C1CCCCN1c1ccc(N(Cc2ccsc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_551,O=C1CCCCN1c1ccc(N(Cc2ccccc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_552,O=C1CCCCN1c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_553,O=C1CCCCN1c1ccc(N(Cc2ccoc2)C(=O)Cc2nnn3ccccc23)cc1
BENZO_554,Cn1ccc(CN(C(=O)Cc2nnn3ccccc23)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_555,O=C(Cc1nnn2ccccc12)N(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_556,O=C(Cc1nnn2ccccc12)N(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_557,O=C(Cc1nnn2ccccc12)N(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_558,O=C(Cc1nnn2ccccc12)N(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_559,Cn1ccc(CN(C(=O)Cc2nnn3ccccc23)c2ccc(N3CCOCC3)cc2)c1
BENZO_560,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_561,CN(C)c1ccc(N(Cc2ccccc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_562,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_563,CN(C)c1ccc(N(Cc2ccoc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_564,CN(C)c1ccc(N(Cc2ccn(C)c2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_565,CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_566,CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_567,CCC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_568,CCC(=O)Nc1ccc(N(Cc2ccoc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_569,CCC(=O)Nc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_570,O=C(Cc1c[nH]c2ccccc12)N(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_571,O=C(Cc1c[nH]c2ccccc12)N(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_572,O=C(Cc1c[nH]c2ccccc12)N(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_573,O=C(Cc1c[nH]c2ccccc12)N(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_574,Cn1ccc(CN(C(=O)Cc2c[nH]c3ccccc23)c2ccc(N3CCCCC3)cc2)c1
BENZO_575,Cc1ccc(N(Cc2ccsc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_576,Cc1ccc(N(Cc2ccccc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_577,Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_578,Cc1ccc(N(Cc2ccoc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_579,Cc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_580,COc1ccc(N(Cc2ccsc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_581,COc1ccc(N(Cc2ccccc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_582,COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_583,COc1ccc(N(Cc2ccoc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_584,COc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_585,O=C1CCCCN1c1ccc(N(Cc2ccsc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_586,O=C1CCCCN1c1ccc(N(Cc2ccccc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_587,O=C1CCCCN1c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_588,O=C1CCCCN1c1ccc(N(Cc2ccoc2)C(=O)Cc2c[nH]c3ccccc23)cc1
BENZO_589,Cn1ccc(CN(C(=O)Cc2c[nH]c3ccccc23)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_590,O=C(Cc1c[nH]c2ccccc12)N(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_591,O=C(Cc1c[nH]c2ccccc12)N(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_592,O=C(Cc1c[nH]c2ccccc12)N(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_593,O=C(Cc1c[nH]c2ccccc12)N(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_594,Cn1ccc(CN(C(=O)Cc2c[nH]c3ccccc23)c2ccc(N3CCOCC3)cc2)c1
BENZO_595,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_596,CN(C)c1ccc(N(Cc2ccccc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_597,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_598,CN(C)c1ccc(N(Cc2ccoc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_599,CN(C)c1ccc(N(Cc2ccn(C)c2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_600,CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_601,CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_602,CCC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_603,CCC(=O)Nc1ccc(N(Cc2ccoc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_604,CCC(=O)Nc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_605,O=C(Cc1nnc2ccccn12)N(Cc1ccsc1)c1ccc(N2CCCCC2)cc1
BENZO_606,O=C(Cc1nnc2ccccn12)N(Cc1ccccc1)c1ccc(N2CCCCC2)cc1
BENZO_607,O=C(Cc1nnc2ccccn12)N(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1
BENZO_608,O=C(Cc1nnc2ccccn12)N(Cc1ccoc1)c1ccc(N2CCCCC2)cc1
BENZO_609,Cn1ccc(CN(C(=O)Cc2nnc3ccccn23)c2ccc(N3CCCCC3)cc2)c1
BENZO_610,Cc1ccc(N(Cc2ccsc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_611,Cc1ccc(N(Cc2ccccc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_612,Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_613,Cc1ccc(N(Cc2ccoc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_614,Cc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_615,COc1ccc(N(Cc2ccsc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_616,COc1ccc(N(Cc2ccccc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_617,COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_618,COc1ccc(N(Cc2ccoc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_619,COc1ccc(N(Cc2ccn(C)c2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_620,O=C1CCCCN1c1ccc(N(Cc2ccsc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_621,O=C1CCCCN1c1ccc(N(Cc2ccccc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_622,O=C1CCCCN1c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_623,O=C1CCCCN1c1ccc(N(Cc2ccoc2)C(=O)Cc2nnc3ccccn23)cc1
BENZO_624,Cn1ccc(CN(C(=O)Cc2nnc3ccccn23)c2ccc(N3CCCCC3=O)cc2)c1
BENZO_625,O=C(Cc1nnc2ccccn12)N(Cc1ccsc1)c1ccc(N2CCOCC2)cc1
BENZO_626,O=C(Cc1nnc2ccccn12)N(Cc1ccccc1)c1ccc(N2CCOCC2)cc1
BENZO_627,O=C(Cc1nnc2ccccn12)N(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1
BENZO_628,O=C(Cc1nnc2ccccn12)N(Cc1ccoc1)c1ccc(N2CCOCC2)cc1
BENZO_629,Cn1ccc(CN(C(=O)Cc2nnc3ccccn23)c2ccc(N3CCOCC3)cc2)c1